seccion,titular,enlace_noticia
Feminismo,"""¡Corran, corran, vamos, rápido!"": diario de la toma feminista en la UC",https://www.latercera.com/paula/corran-corran-rapido-diario-la-toma-feminista-la-uc/
Educación Superior,Rector de la PUC aborda temática feminista en discurso y compromete lucha contra actos de violencia sexual,https://www.latercera.com/nacional/noticia/rector-la-puc-aborda-tematica-feminista-discurso-compromete-lucha-actos-violencia-sexual/197798/
Pulso Columnas,Ideas con convicción,https://www.latercera.com/pulso/noticia/ideas-con-conviccion/196887/
Feminismo,Pechos al aire: doce figuras opinan sobre la nueva forma de protestar,https://www.latercera.com/paula/pechos-al-aire-doce-figuras-opinan-nueva-forma-protesta/
Región del Biobío,"""No los queremos acá, los queremos estudiando"": Rector de la UdeC encaró a encapuchados que causaban desórdenes en la universidad",https://www.latercera.com/nacional/noticia/no-los-queremos-aca-los-queremos-estudiando-rector-la-udec-encaro-encapuchados-causaban-desordenes-la-universidad/195391/
Sex and the City,Sex and the city y las mujeres imperfectas,https://www.latercera.com/culto/2018/06/06/sex-and-the-city-las-mujeres-imperfectas/
Feminismo,Marcha feminista convoca a 15 mil personas en Santiago,https://www.latercera.com/nacional/noticia/marcha-feminista-se-tomara-nuevamente-centro-santiago/194446/
Feminismo,Una chilena en la apertura feminista de Arabia Saudita,https://www.latercera.com/paula/una-chilena-la-apertura-feminista-arabia-saudita/
Feminismo,Yo elegí el apellido de mi madre,https://www.latercera.com/paula/elegi-apellido-madre/
Gobierno,Ministras defienden agenda mujer de Piñera ante críticas por cuenta pública,https://www.latercera.com/politica/noticia/ministras-defienden-agenda-mujer-pinera-ante-criticas-cuenta-publica/190879/
Feminismo,"Cinco historiadoras ante la ""ola feminista""",https://www.latercera.com/culto/2018/06/03/cinco-historiadoras-ante-la-ola-feminista/
Feminismo,Sí & No: Alexa Soto,https://www.latercera.com/paula/si-no/
Feminismo,"Isabel Plá: ""El machismo es transversal, está en la izquierda y en la derecha""",https://www.latercera.com/paula/isabel-pla-machismo-transversal-esta-la-izquierda-la-derecha/
Feminismo,Catalina Martínez: La joven rebelde tras la toma feminista del Instituto Nacional,https://www.latercera.com/paula/catalina-martinez-la-joven-rebelde-tras-la-toma-feminista-del-instituto-nacional/
Feminismo,"Carlos Peña: ""Los hombres están desconcertados""",https://www.latercera.com/paula/carlos-pena-no-no/
Manifiesto,"Manifiesto de Pauline Kantor, ministra del Deporte: ""Para el plebiscito voté por el No, pese a que mis papás eran de derecha""",https://www.latercera.com/reportajes/noticia/manifiesto-pauline-kantor-ministra-del-deporte/189704/
Agenda valórica,Breve historia de la agenda valórica,https://www.latercera.com/reportajes/noticia/columna-de-oscar-contardo-breve-historia-de-la-agenda-valorica/189726/
50 años de la primera toma de la UC,"Elena Serrano: ""Me encantaría ser joven de nuevo y estar con las cadenas en la puerta de la universidad""",https://www.latercera.com/tendencias/noticia/elena-serrano-me-encantaria-joven-nuevo-estar-las-cadenas-la-puerta-la-universidad/188761/
Cuenta Pública,"Maya Fernández le contesta a Piñera: ""Pone en tela de juicio su propia agenda de género""",https://www.latercera.com/politica/noticia/maya-fernandez-responde-dichos-pinera-pone-tela-juicio-agenda-genero/189639/
Feminismo,La cita de Piñera a las ideas feministas de Gabriela Mistral durante la cuenta pública,https://www.latercera.com/culto/2018/06/01/la-cita-pinera-a-las-ideas-feministas-gabriela-mistral-la-cuenta-publica/
Cuenta Pública,Marcha feminista en Valparaíso terminó con siete detenidos,https://www.latercera.com/nacional/noticia/primeros-incidentes-se-registran-en-marcha-feminista-en-valparaiso/188586/
Feminismo,Coordinadora de Mujeres Organizadas presenta demandas previo a cuenta pública,https://www.latercera.com/nacional/noticia/coordinadora-mujeres-organizadas-presenta-demandas-previo-cuenta-publica/187636/
Feminismo,Estudiantes feministas se toman la sede de la UDI,https://www.latercera.com/politica/noticia/estudiantes-feministas-se-toman-la-sede-la-udi/187394/
Feminismo,Confech llama a marchar mañana en Valparaíso y rompe diálogo con Gobierno,https://www.latercera.com/nacional/noticia/confech-llama-marchar-manana-valparaiso-rompe-dialogo-gobierno/187194/
EspecialesLTCuenta,"Los intentos de Piñera por abordar la ""ola feminista""",https://www.latercera.com/nacional/noticia/los-intentos-pinera-abordar-la-ola-feminista/185177/
Feminismo,Manifestantes se toman sede de la Universidad Central,https://www.latercera.com/nacional/noticia/manifestantes-se-toman-sede-la-universidad-central/186730/
Equidad de Género,Así será implementada la inclusión de estudiantes transgénero en la UC,https://www.latercera.com/nacional/noticia/asi-sera-implementaba-la-inclusion-estudiantes-transgenero-la-uc/184199/
Feminismo,Dirigentas amplían demandas feministas previo a cuenta pública de Piñera,https://www.latercera.com/nacional/noticia/dirigentas-amplian-demandas-feministas-previo-cuenta-publica-pinera/184088/
Feminismo,Los acuerdos que pusieron fin a las 78 horas de toma feminista en la UC,https://www.latercera.com/nacional/noticia/los-acuerdos-pusieron-fin-las-78-horas-toma-feminista-la-uc/183315/
feminismo,Nacimiento de un meme: Los estudiantes PUC contra la toma feminista,https://www.latercera.com/mouse/meme-estudiante-puc-toma-feminista/
Feminismo,Estudiantes deponen toma feminista en Casa Central de la Universidad Católica,https://www.latercera.com/nacional/noticia/estudiantes-deponen-toma-feminista-casa-central-la-universidad-catolica/182756/
Feminismo,Dirigentas solicitan autorización a la Intendencia para nueva marcha feminista,https://www.latercera.com/nacional/noticia/dirigentas-solicitan-autorizacion-la-intendencia-nueva-marcha-feminista/182239/
UC,Toma feminista de la UC tuvo velatón y visita de Beatriz Sánchez,https://www.latercera.com/nacional/noticia/toma-feminista-velaton-visita-beatriz-sanchez/182106/
Feminismo,"María Cristina Brieba sobre movimiento feminista: ""Las alumnas tienen que lograr que las escuchen de alguna manera""",https://www.latercera.com/nacional/noticia/maria-cristina-brieba-movimiento-feminista-las-alumnas-tienen-lograr-las-escuchen-alguna-manera/181810/
Feminismo,"Rectora de la Universidad SEK sobre movimiento feminista: ""Había que de alguna forma alzar la voz""",https://www.latercera.com/nacional/noticia/rectora-la-universidad-sek-movimiento-feminista-habia-alguna-forma-alzar-la-voz/181698/
Igualdad de género,Tres de las rectoras a la cabeza entre 56 universidades chilenas,https://www.latercera.com/nacional/noticia/las-unicas-tres-rectoras-la-cabeza-56-universidades-chilenas/181435/
Movimiento feminista,Toma en UC: rector Sánchez fija plazo para analizar un desalojo,https://www.latercera.com/nacional/noticia/toma-uc-rector-sanchez-fija-plazo-analizar-desalojo/181397/
Casa Central,"Columna de Óscar Contardo: La patria, las mujeres y la universidad",https://www.latercera.com/reportajes/noticia/la-patria-las-mujeres-la-universidad/180219/
Feminismo,Rector Sánchez se reúne con alumnas que mantienen la toma en Casa Central,https://www.latercera.com/nacional/noticia/rector-sanchez-se-reune-alumnas-mantienen-la-toma-casa-central/180972/
Manifestación,Grupo de estudiantes se manifiesta en contra de la toma en Casa Central de la UC,https://www.latercera.com/nacional/noticia/grupo-estudiantes-se-manifiesta-la-toma-casa-central-la-uc/180835/
Feminismo,"Allamand llama a acuerdo para impulsar agenda de género en el Congreso y pide ""debate cuidadoso"" por reforma a isapres",https://www.latercera.com/politica/noticia/allamand-llama-acuerdo-impulsar-agenda-genero-congreso-pide-debate-cuidadoso-reforma-isapres/180831/
Universidad Católica,Alumnas realizan histórica toma en casa central de la Universidad Católica,https://www.latercera.com/nacional/noticia/alumnas-realizan-historica-toma-casa-central-la-universidad-catolica/180645/
Feminismo,Rector Sánchez no abrirá sumario a alumnas si toma en Casa Central culmina hoy,https://www.latercera.com/nacional/noticia/rector-sanchez-no-abrira-sumario-alumnas-toma-casa-central-culmina-hoy/179819/
Discriminación,La estoica respuesta de una reina de belleza tras crudo mensaje discriminatorio,https://www.latercera.com/la-tercera-tv/noticia/la-estoica-respuesta-una-reina-belleza-tras-crudo-mensaje-discriminatorio/179746/
Javiera Mena,"Javiera Mena y denuncias de abusos: ""Están saliendo a flote miles de años de rabia de la mujer""",https://www.latercera.com/culto/2018/05/25/javiera-mena-denuncias-abusos-estan-saliendo-a-flote-miles-anos-rabia-la-mujer/
Feminismo,Diputada del Frente Amplio lanza campaña para que se reconozca el trabajo doméstico,https://www.latercera.com/politica/noticia/frente-amplio-lanza-campana-se-reconozca-trabajo-domestico-chile/178965/
Feminismo,El petitorio de las alumnas que mantienen toma en Casa Central de la U. Católica,https://www.latercera.com/nacional/noticia/petitorio-las-alumnas-mantienen-toma-casa-central-la-u-catolica/178732/
Feminismo,Alumnas se toman Casa Central de la Universidad Católica,https://www.latercera.com/nacional/noticia/alumnas-se-toman-dependencias-de-la-casa-central-de-la-universidad-catolica/178659/
Feminismo,Convocan a nueva marcha feminista para el próximo 6 de junio,https://www.latercera.com/nacional/noticia/convocan-nueva-marcha-feminista-proximo-6-junio/176587/
Feminismo,U. Católica de Valparaíso crea protocolos y reglamentos para enfrentar casos de acoso y hostigamiento,https://www.latercera.com/nacional/noticia/u-catolica-valparaiso-crea-protocolos-reglamentos-enfrentar-casos-acoso-hostigamiento/176594/
La Tercera PM,"Rector del Instituto Nacional: ""No conozco ningún establecimiento donde no haya alguna conducta machista""",https://www.latercera.com/la-tercera-pm/noticia/fernando-soto-rector-del-instituto-nacional-no-conozco-ningun-establecimiento-educacional-chile-donde-no-haya-alguna-manifestacion-conducta-machista/174549/
Feminismo,Diputadas del PC se reúnen con ministra de la Mujer por agenda de género,https://www.latercera.com/politica/noticia/diputadas-del-pc-se-reunen-ministra-la-mujer-agenda-genero/173940/
Feminismo,U. Católica del Norte establece medidas para enfrentar casos de acoso y violencia sexual,https://www.latercera.com/nacional/noticia/u-catolica-del-norte-establece-medidas-enfrentar-casos-acoso-violencia-sexual/173503/
Feminismo,"Vicepresidenta de la FEUC defiende tomas y funas feministas: ""Son las únicas herramientas que tenemos""",https://www.latercera.com/nacional/noticia/vicepresidenta-la-feuc-defiende-tomas-funas-feministas-las-unicas-herramientas-tenemos/172650/
Feminismo,Decano de Derecho de la U. de Chile reconoce errores en aplicación de protocolo de acoso,https://www.latercera.com/nacional/noticia/decano-derecho-la-u-chile-reconoce-errores-aplicacion-protocolo-acoso/172615/
Reportajes,Columna de Héctor Soto: Los ejes del debate,https://www.latercera.com/reportajes/noticia/columna-hector-soto-los-ejes-del-debate/170849/
Movimiento,La fuerza de las universitarias,https://www.latercera.com/tendencias/noticia/la-fuerza-las-universitarias/172134/
Tercera ola,Feminismo chileno vive su revolución más importante en 40 años,https://www.latercera.com/tendencias/noticia/feminismo-chileno-vive-revolucion-mas-importante-40-anos/172111/
Autoras,La biblioteca feminista actual,https://www.latercera.com/cultura/noticia/la-biblioteca-feminista-actual/172289/
Feminismo,Fallos que marcan: Cuando los jueces no les creen a víctimas de violación,https://www.latercera.com/reportajes/noticia/fallos-marcan-cuando-los-jueces-no-les-creen-victimas-violacion/171310/
#CLT,La ola feminista a cuatro voces,https://www.latercera.com/reportajes/noticia/la-ola-feminista-cuatro-voces/171463/
Alia Trabucco Zerán,El canon femenino: las escritoras chilenas que deberíamos conocer,https://www.latercera.com/culto/2018/05/19/canon-femenino-las-escritoras-chilenas-deberiamos-conocer/
Tendencias,¿Cómo se instruye una feminista en toma?,https://www.latercera.com/tendencias/noticia/se-instruye-una-feminista-toma/171315/
Movimiento Estudiantil,Exalumnas de Derecho UC manifiestan su apoyo al movimiento feminista,https://www.latercera.com/nacional/noticia/ex-alumnas-derecho-uc-manifiestan-apoyo-al-movimiento-feminista/167995/
La Tercera PM,"Luna Follegati: ""El feminismo empuja o se proyecta más allá de una configuración izquierda/derecha""",https://www.latercera.com/la-tercera-pm/noticia/luna-follegati-feminismo-empuja-se-proyecta-mas-alla-una-configuracion-izquierdaderecha/167427/
La Tercera PM,"¿Y cómo anda el feminismo en la ""cota mil""? U. de Los Andes, UDD, Finis Terrae y UAI marchan y se organizan",https://www.latercera.com/la-tercera-pm/noticia/los-andes-adolfo-ibanez-udd-finis-terrae-asi-sacudidas-las-universidades-cota-mil-feminismo/167322/
Feminismo,Viaje al centro de las tomas feministas,https://www.latercera.com/reportajes/noticia/viaje-al-centro-las-tomas-feministas/162021/
Mujeres y poder,Mujeres y poder: una clase de historia,https://www.latercera.com/culto/2018/05/09/mujeres-poder-una-clase-historia/
Movimiento Estudiantil,"""Cuando nosotras nos reunimos, ellos limpian""",https://www.latercera.com/nacional/noticia/cuando-nosotras-nos-reunimos-limpian/157899/
Feminismo,"Sonia Montecino, antropóloga y premio nacional 2013 sobre movilizaciones feministas: ""Espero que a estas tomas las escuchen principalmente los hombres""",https://www.latercera.com/nacional/noticia/sonia-montecino-antropologa-premio-nacional-2013-espero-estas-tomas-las-escuchen-principalmente-los-hombres/157941/
Feminismo,"Rafael Gumucio sobre tomas feministas: ""Son movimientos de mujeres solteras, sin hijos ni demasiados problemas económicos""",https://www.latercera.com/nacional/noticia/rafael-gumucio-tomas-feministas-movimientos-mujeres-solteras-sin-hijos-demasiados-problemas-economicos/157933/
Movimiento Estudiantil,Secundarios se suman a la lucha de igualdad de género,https://www.latercera.com/nacional/noticia/secundarios-se-suman-la-lucha-igualdad-genero/157893/
Movilizaciones,Las demandas tras las tomas feministas en universidades,https://www.latercera.com/nacional/noticia/las-demandas-tras-las-tomas-feministas-universidades/157888/
Manifiesto,"Manifiesto de Denise Rosenthal: ""Hay gente que sigue pensando que tengo 18 años""",https://www.latercera.com/reportajes/noticia/manifiesto-denise-rosenthal-gente-sigue-pensando-18-anos/153889/
Mario Vargas Llosa,"Mario Vargas Llosa: ""Hay una rama del feminismo que se ha convertido en algo absolutamente intolerante y eso debe ser combatido""",https://www.latercera.com/culto/2018/05/04/mario-vargas-llosa-una-rama-del-feminismo-se-ha-convertido-en-absolutamente-intolerante-debe-combatido/
Libros,Sobre mujeres,https://www.latercera.com/paula/sobre-mujeres/
Manifiesto,"Ignacio Gutiérrez, conductor de televisión: ""Tras mi salida de Chilevisión estuve encerrado dos meses en mi casa""",https://www.latercera.com/reportajes/noticia/ignacio-gutierrez-conductor-television-tras-salida-chilevision-estuve-encerrado-dos-meses-casa/139966/
Debate,"""Hay que leer a Neruda desde el feminismo""",https://www.latercera.com/cultura/noticia/leer-neruda-desde-feminismo/132725/
Breakfast Club,Molly Ringwald critica el machismo en las películas de John Hughes,https://www.latercera.com/mouse/molly-ringwald-machismo-peliculas-john-hughes/
Apuntes de un wing izquierdo,Feminismo y fútbol,https://www.latercera.com/el-deportivo/noticia/feminismo-y-futbol/104340/
libro,Mujeres y poder,https://www.latercera.com/revista-que-pasa/mujeres-y-poder/
Feminismo,"Lina Meruane, escritora chilena: ""Hay una reacción casi inmediata a la idea de oponerse a la maternidad""",https://www.latercera.com/cultura/noticia/lina-meruane-escritora-chilena-una-reaccion-casi-inmediata-la-idea-oponerse-la-maternidad/92404/
Protesta,España tendrá hoy su primera huelga general feminista,https://www.latercera.com/mundo/noticia/espana-tendra-hoy-primera-huelga-general-feminista/91322/
Frente Amplio,La intensa agenda feminista que reactivará a Beatriz Sánchez en la política,https://www.latercera.com/pulso/la-intensa-agenda-feminista-reactivara-beatriz-sanchez-la-politica/
Feminismo,33 canciones que definen al feminismo en el punk,https://www.latercera.com/culto/2018/02/14/33-canciones-definen-feminismo-en-punk/
"""Corrección política""","¿Quién es Jordan B. Peterson, el psicólogo canadiense ""anti feminista"" estrella en YouTube?",https://www.latercera.com/tendencias/noticia/quien-jordan-b-peterson-psicologo-canadiense-anti-feminista-estrella-youtube/66815/
Feminismo,"El psicólogo canadiense superventas que ataca al feminismo: ""Sepultan la biología con su ideología""",https://www.latercera.com/tendencias/noticia/psicologo-canadiense-superventas-ataca-al-feminismo-sepultan-la-biologia-ideologia/65563/
RN,"""La derecha tradicional olvida cómo avanza la sociedad""",https://www.latercera.com/revista-que-pasa/la-derecha-tradicional-olvida-como-avanza-la-sociedad/
Entrevista con Ministra de la Mujer y equidad de género,Agenda femenina y nueva ministra,https://www.latercera.com/pulso/agenda-femenina-nueva-ministra/
Feminismo,"Teoría King Kong, un ensayo feminista de Virginie Despentes",https://www.latercera.com/culto/2018/02/05/teoria-king-kong-ensayo-feminista-virginie-despentes/
Equidad de Género,Cartas al Director: Feminismo y cuotas,https://www.latercera.com/pulso/cartas-al-director-feminismo-cuotas/
Columna,El príncipe feminista,https://www.latercera.com/paula/el-principe-feminista/
baddest bitch,El meme de Taylor Swift que revivió a las mujeres más fuertes de la historia,https://www.latercera.com/mouse/baddest-bitch-taylor-swift/
feminismo,Películas feministas que no te puedes perder: El hilo que arrasa en Twitter,https://www.latercera.com/mouse/peliculas-feministas-que-no-te-puedes-perder-el-hilo-que-arrasa-en-twitter/
Libros,Feminismo 5.0,https://www.latercera.com/paula/feminismo-5-0/
Marvel,Actrices del MCU propusieron una película protagonizada solo por heroínas,https://www.latercera.com/mouse/actrices-del-mcu-propusieron-una-pelicula-protagonizada-solo-por-heroinas/
Historia,La historia secreta de la Mujer Maravilla,https://www.latercera.com/noticia/la-historia-secreta-la-mujer-maravilla/
Historia,La historia secreta de la Mujer Maravilla,https://www.latercera.com/noticia/la-historia-secreta-la-mujer-maravilla/
Historia,La historia secreta de la Mujer Maravilla,https://www.latercera.com/noticia/la-historia-secreta-la-mujer-maravilla/
Historia,La historia secreta de la Mujer Maravilla,https://www.latercera.com/noticia/la-historia-secreta-la-mujer-maravilla/
Historia,La historia secreta de la Mujer Maravilla,https://www.latercera.com/noticia/la-historia-secreta-la-mujer-maravilla/
Historia,La historia secreta de la Mujer Maravilla,https://www.latercera.com/noticia/la-historia-secreta-la-mujer-maravilla/
Wonder Woman,James Cameron defiende sus comentarios en contra de Wonder Woman,https://www.latercera.com/mouse/james-cameron-polemica-wonder-woman/
Feminismo,"Muere Kate Millett, escritora y activista: ""El amor ha sido el opio de las mujeres como la religión de las masas""",https://www.latercera.com/culto/2017/09/07/muere-kate-millett-escritora-activista-amor-ha-sido-opio-las-mujeres-la-religion-las-masas/
Wonder Woman,Patty Jenkins responde a James Cameron por críticas a Wonder Woman,https://www.latercera.com/mouse/patty-jenkins-criticas-james-cameron/
Feminismo,"María Blanco, feminista contra las feministas",https://www.latercera.com/paula/maria-blanco-feminista-las-feministas/
Marvel,La campaña en apoyo a la editora Marvel acosada por tomar una malteada,https://www.latercera.com/mouse/make-mine-milkshake/
Camila Moreno,La carta donde Camila Moreno confiesa haber sufrido violencia de género y pide justicia para ex de Tea Time,https://www.latercera.com/noticia/camila-moreno-quiero-justicia-valentina-henriquez-nabila-riffo-todas-las-mujeres-maltratadas/
Maipú,"Manifiesto: Cathy Barriga, alcaldesa de Maipú",https://www.latercera.com/noticia/manifiesto-cathy-barriga-alcaldesa-de-maipu/
Maipú,"Manifiesto: Cathy Barriga, alcaldesa de Maipú",https://www.latercera.com/noticia/manifiesto-cathy-barriga-alcaldesa-de-maipu/
Mujeres,"Había una vez, un libro para niñas rebeldes",https://www.latercera.com/noticia/habia-una-vez-libro-ninas-rebeldes/
Mujeres,"Había una vez, un libro para niñas rebeldes",https://www.latercera.com/noticia/habia-una-vez-libro-ninas-rebeldes/
Feminismo,"""Eres libre de hacer tu mejor trabajo"": Jessica Hopper abrió las puertas del Festival Ruidosa",https://www.latercera.com/culto/2017/03/10/libre-mejor-trabajo-jessica-hopper-abrio-las-puertas-del-festival-ruidosa/
feminismo,Jessica Hopper en Ruidosa Fest,https://www.latercera.com/noticia/jessica-hopper-ruidosa-fest/
Jessica Hopper,Jessica Hopper en vivo desde el festival Ruidosa,https://www.latercera.com/culto/2017/03/09/jessica-hopper-vivo-desde-festival-ruidosa/
cine,El portal de cine IMDb incorpora una nueva calificación para las  películas hechas por mujeres,https://www.latercera.com/noticia/portal-cine-imdb-incorpora-una-nueva-calificacion-las-peliculas-hechas-mujeres/
feminismo,Tres activistas explican qué es el feminismo,https://www.latercera.com/noticia/tres-activistas-explican-feminismo/
feminismo,Tres activistas explican qué es el feminismo,https://www.latercera.com/noticia/tres-activistas-explican-feminismo/
Natalia Valdebenito,"Natalia Valdebenito y el feminismo: ""No es una tribu urbana, es algo súper real e importante""",https://www.latercera.com/culto/2017/03/08/natalia-valdebenito-feminismo-no-una-tribu-urbana-algo-super-real-e-importante/
Television,"Álex Hernández, director del Festival: ""No he hecho jamás televisión machista""",https://www.latercera.com/noticia/alex-hernandez-no-he-hecho-jamas-television-machista/
agresión,La mujer que fue apuñalada 32 veces por su exnovio y ahora va a casarse con el hombre que le salvó la vida,https://www.latercera.com/noticia/la-mujer-fue-apunalada-32-veces-exnovio-ahora-va-casarse-hombre-le-salvo-la-vida/
Madres,"Orna Donath: ""La sociedad debe dejar de presionar a las mujeres para convertirse en madres""",https://www.latercera.com/noticia/orna-donath-la-sociedad-dejar-presionar-las-mujeres-convertirse-madres/
Madres,"Orna Donath: ""La sociedad debe dejar de presionar a las mujeres para convertirse en madres""",https://www.latercera.com/noticia/orna-donath-la-sociedad-dejar-presionar-las-mujeres-convertirse-madres/
hombres,El polémico movimiento de derechos de los hombres,https://www.latercera.com/noticia/polemico-movimiento-derechos-los-hombres/
película,El renacer de Star Wars se pone feminista,https://www.latercera.com/noticia/renacer-star-wars-se-pone-feminista/
Andrés Calamaro,Andrés Calamaro causa polémica en redes sociales tras compartir video que parodia al feminismo,https://www.latercera.com/noticia/andres-calamaro-causa-polemica-redes-sociales-tras-compartir-video-parodia-al-feminismo/
Mujer,Hombres intervienen la Alameda en contra de la violencia de género,https://www.latercera.com/noticia/hombres-intervienen-la-alameda-la-violencia-genero/
cultura,Camille Paglia: agente provocador,https://www.latercera.com/noticia/camille-paglia-agente-provocador/
mujeres,El futuro es femenino,https://www.latercera.com/paula/el-futuro-es-femenino/
Michelle Obama,El discurso feminista de Michelle Obama en medio del tradicionalismo de Qatar,https://www.latercera.com/noticia/el-discurso-feminista-de-michelle-obama-en-medio-del-tradicionalismo-de-qatar/
glamour,Feminismo pop,https://www.latercera.com/noticia/feminismo-pop/
Feminismo,Paula en la memoria de Chile,https://www.latercera.com/paula/paula-en-la-memoria-de-chile/
Google,"Grupo feminista acusa a Google de machismo por sus ""Doodles""",https://www.latercera.com/noticia/grupo-feminista-acusa-a-google-de-machismo-por-sus-doodles/
isabel allende,Isabel Allende,https://www.latercera.com/paula/isabel-allende/
Libros,Escritor debutante,https://www.latercera.com/paula/escritor-debutante/
Libros,El feminismo exaltado de Caitlin Moran,https://www.latercera.com/paula/el-feminismo-exaltado-de-caitlin-moran/
cine,Festival de Cannes se defiende de acusaciones de sexismo por selección de películas de este año,https://www.latercera.com/noticia/festival-de-cannes-se-defiende-de-acusaciones-de-sexismo-por-seleccion-de-peliculas-de-este-ano/
documentales,La mirada de Kim Longinotto,https://www.latercera.com/paula/la-mirada-de-kim-longinotto/
